token,symbol,name,expiry,lotsize,tick_size
1055,EURINR26821FUT,EURINR,21AUG2026,1,25000.000000
1069,GBPINR26821FUT,GBPINR,21AUG2026,1,25000.000000
1139,JPYINR26821FUT,JPYINR,21AUG2026,1,25000.000000
1142,USDINR26821FUT,USDINR,21AUG2026,1,25000.000000
