token,symbol,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size,freeze_qty,is_cas_enabled
11532,ULTRACEMCO-EQ,ULTRACEMCO,,-1.000000,1,,NSE,100.000000,8251,True
20531,BAJEL-EQ,BAJEL,,-1.000000,1,,NSE,1.000000,518669,False
11593,HDFCSENSEX-EQ,HDFCSENSEX,,-1.000000,1,,NSE,1.000000,1126935,False
11627,NARMADA-EQ,NARMADA,,-1.000000,1,,NSE,1.000000,2481040,False
11640,BOHRAIND-EQ,BOHRAIND,,-1.000000,1,,NSE,1.000000,692329,False
11654,LALPATHLAB-EQ,LALPATHLAB,,-1.000000,1,,NSE,10.000000,51129,False
20642,JINDWORLD-EQ,JINDWORLD,,-1.000000,1,,NSE,1.000000,2721061,False
11703,ALKEM-EQ,ALKEM,,-1.000000,1,,NSE,50.000000,18173,True
11778,GOKEX-EQ,GOKEX,,-1.000000,1,,NSE,5.000000,131159,False
11840,NH-EQ,NH,,-1.000000,1,,NSE,10.000000,54564,False
11852,SURYALAXMI-EQ,SURYALAXMI,,-1.000000,1,,NSE,1.000000,614932,False
11880,JSWHL-EQ,JSWHL,,-1.000000,1,,NSE,100.000000,8635,False
11915,YESBANK-EQ,YESBANK,,-1.000000,1,,NSE,1.000000,4331252,True
11935,SPLIL-EQ,SPLIL,,-1.000000,1,,NSE,1.000000,948300,False
20830,MOIL-EQ,MOIL,,-1.000000,1,,NSE,5.000000,356302,False
20878,MUFTI-EQ,MUFTI,,-1.000000,1,,NSE,1.000000,1248896,False
12101,HDFCNIFIT-EQ,HDFCNIFIT,,-1.000000,1,,NSE,1.000000,1365116,False
2106,MANGLMCEM-EQ,MANGLMCEM,,-1.000000,1,,NSE,5.000000,110649,False
21095,SHEKHAWATI-EQ,SHEKHAWATI,,-1.000000,1,,NSE,1.000000,1127169,False
21113,BFINVEST-EQ,BFINVEST,,-1.000000,1,,NSE,5.000000,218811,False
21131,TEJASNET-EQ,TEJASNET,,-1.000000,1,,NSE,5.000000,189589,False
2124,MASTEK-EQ,MASTEK,,-1.000000,1,,NSE,10.000000,54964,False
21252,NIFTYAXIS-EQ,NIFTYAXIS,,-1.000000,1,,NSE,1.000000,368896,False
12749,DJML-EQ,DJML,,-1.000000,1,,NSE,1.000000,965433,False
21484,STEL-EQ,STEL,,-1.000000,1,,NSE,5.000000,185532,False
21623,APEX-EQ,APEX,,-1.000000,1,,NSE,5.000000,272656,False
13091,EKC-EQ,EKC,,-1.000000,1,,NSE,1.000000,891265,False
1315,GALAXYSURF-EQ,GALAXYSURF,,-1.000000,1,,NSE,10.000000,49423,False
13101,VIMTALABS-EQ,VIMTALABS,,-1.000000,1,,NSE,5.000000,159424,False
13162,CELEBRITY-EQ,CELEBRITY,,-1.000000,1,,NSE,1.000000,2110730,False
21794,DAVANGERE-EQ,DAVANGERE,,-1.000000,1,,NSE,1.000000,32362121,False
21828,TEXRAIL-EQ,TEXRAIL,,-1.000000,1,,NSE,1.000000,927651,False
21840,DIAMONDYD-EQ,DIAMONDYD,,-1.000000,1,,NSE,10.000000,83830,False
1336,HEG-EQ,HEG,,-1.000000,1,,NSE,5.000000,148206,False
13288,AFSL-EQ,AFSL,,-1.000000,1,,NSE,1.000000,467649,False
13305,CENTURYPLY-EQ,CENTURYPLY,,-1.000000,1,,NSE,5.000000,130859,False
2188,GENCON-EQ,GENCON,,-1.000000,1,,NSE,1.000000,1863449,False
21951,HFCL-EQ,HFCL,,-1.000000,1,,NSE,1.000000,449997,False
13491,JKLAKSHMI-EQ,JKLAKSHMI,,-1.000000,1,,NSE,5.000000,181995,False
13496,PFOCUS-EQ,PFOCUS,,-1.000000,1,,NSE,5.000000,372475,False
13528,GMRAIRPORT-EQ,GMRAIRPORT,,-1.000000,1,,NSE,1.000000,950307,True
13689,AERONEU-EQ,AERONEU,,-1.000000,1,,NSE,1.000000,843529,False
13710,FIEMIND-EQ,FIEMIND,,-1.000000,1,,NSE,10.000000,37768,False
13751,NAUKRI-EQ,NAUKRI,,-1.000000,1,,NSE,10.000000,74568,True
13868,AARTIPHARM-EQ,AARTIPHARM,,-1.000000,1,,NSE,5.000000,112506,False
22233,DHUNINV-EQ,DHUNINV,,-1.000000,1,,NSE,5.000000,103176,False
22360,MCL-EQ,MCL,,-1.000000,1,,NSE,1.000000,887569,False
22423,TOTAL-EQ,TOTAL,,-1.000000,1,,NSE,1.000000,527352,False
14203,HUBTOWN-EQ,HUBTOWN,,-1.000000,1,,NSE,1.000000,561155,False
14278,ORIENTBELL-EQ,ORIENTBELL,,-1.000000,1,,NSE,5.000000,276277,False
14339,GANESHHOU-EQ,GANESHHOU,,-1.000000,1,,NSE,5.000000,130584,False
14366,IDEA-EQ,IDEA,,-1.000000,1,,NSE,1.000000,7367326,True
22602,PFS-EQ,PFS,,-1.000000,1,,NSE,1.000000,3468330,False
14385,POCL-EQ,POCL,,-1.000000,1,,NSE,5.000000,204196,False
14398,AMDIND-EQ,AMDIND,,-1.000000,1,,NSE,1.000000,626752,False
14403,RAJTV-EQ,RAJTV,,-1.000000,1,,NSE,1.000000,1697566,False
22730,VSTL-EQ,VSTL,,-1.000000,1,,NSE,1.000000,620071,False
22739,MON100-EQ,MON100,,-1.000000,1,,NSE,1.000000,362977,False
14485,THEMISMED-EQ,THEMISMED,,-1.000000,1,,NSE,1.000000,920448,False
14440,NAHARSPING-EQ,NAHARSPING,,-1.000000,1,,NSE,5.000000,327256,False
2275,IRISDOREME-EQ,IRISDOREME,,-1.000000,1,,NSE,1.000000,1759614,False
14753,031NSETEST-EQ,031NSETEST,,-1.000000,1,,NSE,5.000000,500000,False
14751,021NSETEST-EQ,021NSETEST,,-1.000000,1,,NSE,5.000000,500000,False
14764,071NSETEST-EQ,071NSETEST,,-1.000000,1,,NSE,5.000000,500000,False
14766,V2RETAIL-EQ,V2RETAIL,,-1.000000,1,,NSE,1.000000,454703,False
14771,TARMAT-EQ,TARMAT,,-1.000000,1,,NSE,1.000000,819601,False
14777,121NSETEST-EQ,121NSETEST,,-1.000000,1,,NSE,5.000000,500000,False
23127,SCILAL-EQ,SCILAL,,-1.000000,1,,NSE,1.000000,2462679,False
14828,WSI-EQ,WSI,,-1.000000,1,,NSE,1.000000,1695197,False
14890,AKI-EQ,AKI,,-1.000000,1,,NSE,1.000000,3374834,False
14900,SAHYADRI-EQ,SAHYADRI,,-1.000000,1,,NSE,5.000000,288347,False
14924,LAL-EQ,LAL,,-1.000000,1,,NSE,1.000000,5648485,False
14977,POWERGRID-EQ,POWERGRID,,-1.000000,1,,NSE,5.000000,372024,True
15085,SILVERBETA-EQ,SILVERBETA,,-1.000000,1,,NSE,1.000000,444210,False
1515,INDIACEM-EQ,INDIACEM,,-1.000000,1,,NSE,5.000000,259383,False
23489,BHARTIHEXA-EQ,BHARTIHEXA,,-1.000000,1,,NSE,10.000000,67000,False
23590,GLOSTERLTD-EQ,GLOSTERLTD,,-1.000000,1,,NSE,5.000000,156018,False
23607,BALUFORGE-EQ,BALUFORGE,,-1.000000,1,,NSE,5.000000,215906,False
23621,JNKINDIA-EQ,JNKINDIA,,-1.000000,1,,NSE,5.000000,245525,False
23650,MUTHOOTFIN-EQ,MUTHOOTFIN,,-1.000000,1,,NSE,10.000000,34526,True
15356,GOLDADD-EQ,GOLDADD,,-1.000000,1,,NSE,1.000000,680445,False
15399,EIHAHOTELS-EQ,EIHAHOTELS,,-1.000000,1,,NSE,5.000000,341426,False
16589,VAISHALI-EQ,VAISHALI,,-1.000000,1,,NSE,1.000000,4266111,False
24077,MID150CASE-EQ,MID150CASE,,-1.000000,1,,NSE,1.000000,7387391,False
24217,IVZINNIFTY-EQ,IVZINNIFTY,,-1.000000,1,,NSE,1.000000,109438,False
16807,LOTUSEYE-EQ,LOTUSEYE,,-1.000000,1,,NSE,1.000000,680039,False
245,ADL-EQ,ADL,,-1.000000,1,,NSE,1.000000,182016,False
24461,EVINDIA-EQ,EVINDIA,,-1.000000,1,,NSE,1.000000,1765707,False
16943,ASHOKAMET-EQ,ASHOKAMET,,-1.000000,1,,NSE,1.000000,817369,False
1708,JAYBARMARU-EQ,JAYBARMARU,,-1.000000,1,,NSE,1.000000,764461,False
17053,HMAAGRO-EQ,HMAAGRO,,-1.000000,1,,NSE,1.000000,4587051,False
17094,CROMPTON-EQ,CROMPTON,,-1.000000,1,,NSE,5.000000,403090,True
24932,GLOBALE-EQ,GLOBALE,,-1.000000,1,,NSE,1.000000,347282,False
24948,LTF-EQ,LTF,,-1.000000,1,,NSE,5.000000,313188,True
25,ADANIENT-EQ,ADANIENT,,-1.000000,1,,NSE,10.000000,32522,True
1720,JAYSREETEA-EQ,JAYSREETEA,,-1.000000,1,,NSE,1.000000,944293,False
24999,IBULLSLTD-EQ,IBULLSLTD,,-1.000000,1,,NSE,1.000000,3642306,False
2513,BCLIND-EQ,BCLIND,,-1.000000,1,,NSE,1.000000,2667981,False
17279,BLS-EQ,BLS,,-1.000000,1,,NSE,1.000000,380036,False
17357,GKWLIMITED-EQ,GKWLIMITED,,-1.000000,1,,NSE,10.000000,61037,False
25171,TOP10ADD-EQ,TOP10ADD,,-1.000000,1,,NSE,1.000000,1121768,False
17616,PSUBANKADD-EQ,PSUBANKADD,,-1.000000,1,,NSE,1.000000,1144146,False
17598,ASALCBR-EQ,ASALCBR,,-1.000000,1,,NSE,5.000000,138265,False
17635,ZYDUSWELL-EQ,ZYDUSWELL,,-1.000000,1,,NSE,5.000000,196941,False
25468,PAISALO-EQ,PAISALO,,-1.000000,1,,NSE,1.000000,1454325,False
17700,LTGILTBEES-EQ,LTGILTBEES,,-1.000000,1,,NSE,1.000000,3328406,False
17747,NIITMTS-EQ,NIITMTS,,-1.000000,1,,NSE,1.000000,410260,False
17752,SHILPAMED-EQ,SHILPAMED,,-1.000000,1,,NSE,5.000000,123998,False
17758,SARDAEN-EQ,SARDAEN,,-1.000000,1,,NSE,5.000000,204028,False
17795,TREL-EQ,TREL,,-1.000000,1,,NSE,1.000000,3633591,False
17875,GODREJPROP-EQ,GODREJPROP,,-1.000000,1,,NSE,10.000000,49401,True
25643,KRN-EQ,KRN,,-1.000000,1,,NSE,10.000000,75015,False
17999,UNITEDTEA-EQ,UNITEDTEA,,-1.000000,1,,NSE,5.000000,163387,False
18026,SBFC-EQ,SBFC,,-1.000000,1,,NSE,1.000000,1063014,False
18039,ADVENZYMES-EQ,ADVENZYMES,,-1.000000,1,,NSE,5.000000,331449,False
25780,APLAPOLLO-EQ,APLAPOLLO,,-1.000000,1,,NSE,10.000000,49978,True
25786,KANANIIND-EQ,KANANIIND,,-1.000000,1,,NSE,1.000000,6470283,False
17704,QUESS-EQ,QUESS,,-1.000000,1,,NSE,5.000000,299167,False
17722,DEN-EQ,DEN,,-1.000000,1,,NSE,1.000000,3704688,False
25835,VINCOFE-EQ,VINCOFE,,-1.000000,1,,NSE,1.000000,682841,False
25851,VAL30IETF-EQ,VAL30IETF,,-1.000000,1,,NSE,1.000000,1014575,False
1805,KABRAEXTRU-EQ,KABRAEXTRU,,-1.000000,1,,NSE,5.000000,202038,False
18011,WHIRLPOOL-EQ,WHIRLPOOL,,-1.000000,1,,NSE,5.000000,126491,False
18086,DBL-EQ,DBL,,-1.000000,1,,NSE,5.000000,240905,False
263,ATUL-EQ,ATUL,,-1.000000,1,,NSE,50.000000,14485,False
2606,LEMONTREE-EQ,LEMONTREE,,-1.000000,1,,NSE,1.000000,915836,False
2636,DIVOPPBEES-EQ,DIVOPPBEES,,-1.000000,1,,NSE,1.000000,298798,False
2645,DRCSYSTEMS-EQ,DRCSYSTEMS,,-1.000000,1,,NSE,1.000000,4711459,False
18102,NIFTY1-EQ,NIFTY1,,-1.000000,1,,NSE,1.000000,367905,False
18220,KECL-EQ,KECL,,-1.000000,1,,NSE,1.000000,687186,False
2649,PCBL-EQ,PCBL,,-1.000000,1,,NSE,5.000000,315950,False
18365,PERSISTENT-EQ,PERSISTENT,,-1.000000,1,,NSE,50.000000,18141,True
184,TCPLPACK-EQ,TCPLPACK,,-1.000000,1,,NSE,10.000000,22750,False
18391,RBLBANK-EQ,RBLBANK,,-1.000000,1,,NSE,5.000000,255512,True
18422,ASIANHOTNR-EQ,ASIANHOTNR,,-1.000000,1,,NSE,5.000000,328830,False
27171,RACLGEAR-EQ,RACLGEAR,,-1.000000,1,,NSE,10.000000,70846,False
18581,KIRLOSBROS-EQ,KIRLOSBROS,,-1.000000,1,,NSE,10.000000,52330,False
28046,MOBIKWIK-EQ,MOBIKWIK,,-1.000000,1,,NSE,1.000000,483010,False
2837,RANASUG-EQ,RANASUG,,-1.000000,1,,NSE,1.000000,5021667,False
18908,PNBHOUSING-EQ,PNBHOUSING,,-1.000000,1,,NSE,10.000000,86255,True
28687,MAMATA-EQ,MAMATA,,-1.000000,1,,NSE,5.000000,234709,False
18921,VBL-EQ,VBL,,-1.000000,1,,NSE,5.000000,226613,True
18962,RAJRATAN-EQ,RAJRATAN,,-1.000000,1,,NSE,5.000000,192828,False
28847,VENTIVE-EQ,VENTIVE,,-1.000000,1,,NSE,5.000000,168850,False
18967,KAPSTON-EQ,KAPSTON,,-1.000000,1,,NSE,5.000000,172946,False
28859,PROZONER-EQ,PROZONER,,-1.000000,1,,NSE,1.000000,2382588,False
28899,KITEX-EQ,KITEX,,-1.000000,1,,NSE,1.000000,742738,False
28906,MAYURUNIQ-EQ,MAYURUNIQ,,-1.000000,1,,NSE,5.000000,133182,False
28913,ROSSELLIND-EQ,ROSSELLIND,,-1.000000,1,,NSE,1.000000,1755295,False
19205,HEADSUP-EQ,HEADSUP,,-1.000000,1,,NSE,1.000000,722101,False
19218,VALIANTLAB-EQ,VALIANTLAB,,-1.000000,1,,NSE,1.000000,1337608,False
28952,DUCON-EQ,DUCON,,-1.000000,1,,NSE,1.000000,10625066,False
19223,TCIEXP-EQ,TCIEXP,,-1.000000,1,,NSE,5.000000,182067,False
19234,LAURUSLABS-EQ,LAURUSLABS,,-1.000000,1,,NSE,10.000000,53985,True
19235,IMFA-EQ,IMFA,,-1.000000,1,,NSE,10.000000,67982,False
29008,TVSHLTD-EQ,TVSHLTD,,-1.000000,1,,NSE,100.000000,6878,False
1937,KREBSBIO-EQ,KREBSBIO,,-1.000000,1,,NSE,1.000000,705031,False
29050,ZUARI-EQ,ZUARI,,-1.000000,1,,NSE,1.000000,455656,False
29075,SETL-EQ,SETL,,-1.000000,1,,NSE,5.000000,333151,False
19525,IITL-EQ,IITL,,-1.000000,1,,NSE,1.000000,681739,False
19686,BLUEJET-EQ,BLUEJET,,-1.000000,1,,NSE,5.000000,170158,False
19705,LIQUIDSBI-EQ,LIQUIDSBI,,-1.000000,1,,NSE,1.000000,15373,False
19761,ADFFOODS-EQ,ADFFOODS,,-1.000000,1,,NSE,5.000000,382105,False
29251,ITCHOTELS-EQ,ITCHOTELS,,-1.000000,1,,NSE,1.000000,593648,False
19876,LGHL-EQ,LGHL,,-1.000000,1,,NSE,1.000000,498871,False
29527,GROWWRAIL-EQ,GROWWRAIL,,-1.000000,1,,NSE,1.000000,1758983,False
19943,DEEPAKNTR-EQ,DEEPAKNTR,,-1.000000,1,,NSE,10.000000,58103,False
29583,NATCAPSUQ-EQ,NATCAPSUQ,,-1.000000,1,,NSE,1.000000,340444,False
20086,CPCAP-EQ,CPCAP,,-1.000000,1,,NSE,1.000000,594909,False
29590,JUBLCPL-EQ,JUBLCPL,,-1.000000,1,,NSE,10.000000,51654,False
2018,LUMAXIND-EQ,LUMAXIND,,-1.000000,1,,NSE,50.000000,16760,False
20160,CANTABIL-EQ,CANTABIL,,-1.000000,1,,NSE,1.000000,437343,False
20196,BEDMUTHA-EQ,BEDMUTHA,,-1.000000,1,,NSE,1.000000,853508,False
29678,BAJAJINDEF-EQ,BAJAJINDEF,,-1.000000,1,,NSE,1.000000,428031,False
20242,OBEROIRLTY-EQ,OBEROIRLTY,,-1.000000,1,,NSE,10.000000,55267,True
29877,VIVIDHA-EQ,VIVIDHA,,-1.000000,1,,NSE,1.000000,9571307,False
2988,SANDESH-EQ,SANDESH,,-1.000000,1,,NSE,5.000000,92521,False
20293,TATATECH-EQ,TATATECH,,-1.000000,1,,NSE,5.000000,118567,False
20425,NACLIND-EQ,NACLIND,,-1.000000,1,,NSE,1.000000,583734,False
20453,APCL-EQ,APCL,,-1.000000,1,,NSE,1.000000,960554,False
30109,SELECTIPO-EQ,SELECTIPO,,-1.000000,1,,NSE,1.000000,153138,False
30125,SAMMAANCAP-EQ,SAMMAANCAP,,-1.000000,1,,NSE,1.000000,621425,False
20547,BBNPPGOLD-EQ,BBNPPGOLD,,-1.000000,1,,NSE,5.000000,683038,False
20556,INDIASHLTR-EQ,INDIASHLTR,,-1.000000,1,,NSE,5.000000,146424,False
3048,SCI-EQ,SCI,,-1.000000,1,,NSE,5.000000,334443,False
312,TIINDIA-EQ,TIINDIA,,-1.000000,1,,NSE,10.000000,35034,True
31138,COMPUSOFT-EQ,COMPUSOFT,,-1.000000,1,,NSE,1.000000,2587393,False
3150,SIEMENS-EQ,SIEMENS,,-1.000000,1,,NSE,10.000000,24572,True
31468,AURUS-EQ,AURUS,,-1.000000,1,,NSE,1.000000,964126,False
3324,SUBROS-EQ,SUBROS,,-1.000000,1,,NSE,5.000000,130862,False
3499,TATASTEEL-EQ,TATASTEEL,,-1.000000,1,,NSE,1.000000,536791,True
3506,TITAN-EQ,TITAN,,-1.000000,1,,NSE,10.000000,19531,True
21001,PSB-EQ,PSB,,-1.000000,1,,NSE,1.000000,4207682,False
3570,UCAL-EQ,UCAL,,-1.000000,1,,NSE,1.000000,723115,False
3672,SOLARA-EQ,SOLARA,,-1.000000,1,,NSE,5.000000,197765,False
3694,VINDHYATEL-EQ,VINDHYATEL,,-1.000000,1,,NSE,10.000000,38716,False
3892,HATSUN-EQ,HATSUN,,-1.000000,1,,NSE,5.000000,105137,False
3906,CAPLIPOINT-EQ,CAPLIPOINT,,-1.000000,1,,NSE,10.000000,40438,False
4067,MARICO-EQ,MARICO,,-1.000000,1,,NSE,5.000000,116853,True
4184,SANGAMIND-EQ,SANGAMIND,,-1.000000,1,,NSE,5.000000,172948,False
436,IFGLEXPOR-EQ,IFGLEXPOR,,-1.000000,1,,NSE,1.000000,469592,False
2176,AKG-EQ,AKG,,-1.000000,1,,NSE,1.000000,1039094,False
4529,NEXT50IETF-EQ,NEXT50IETF,,-1.000000,1,,NSE,1.000000,1268941,False
4668,BANKBARODA-EQ,BANKBARODA,,-1.000000,1,,NSE,1.000000,398194,True
22,ACC-EQ,ACC,,-1.000000,1,,NSE,10.000000,74927,False
4920,HINDCON-EQ,HINDCON,,-1.000000,1,,NSE,1.000000,1673933,False
522,ICICIB22-EQ,ICICIB22,,-1.000000,1,,NSE,1.000000,860840,False
5264,PDSL-EQ,PDSL,,-1.000000,1,,NSE,5.000000,263506,False
5279,ROLEXRINGS-EQ,ROLEXRINGS,,-1.000000,1,,NSE,1.000000,577890,False
530,BPL-EQ,BPL,,-1.000000,1,,NSE,1.000000,1601507,False
5426,NUVOCO-EQ,NUVOCO,,-1.000000,1,,NSE,5.000000,299296,False
5610,ASTRAZEN-EQ,ASTRAZEN,,-1.000000,1,,NSE,50.000000,12625,False
5622,CEMPRO-EQ,CEMPRO,,-1.000000,1,,NSE,10.000000,79194,False
5631,PAR-EQ,PAR,,-1.000000,1,,NSE,1.000000,402361,False
5650,SHANTI-EQ,SHANTI,,-1.000000,1,,NSE,1.000000,363166,False
6216,CAMLINFINE-EQ,CAMLINFINE,,-1.000000,1,,NSE,1.000000,926289,False
6232,3IINFOLTD-EQ,3IINFOLTD,,-1.000000,1,,NSE,1.000000,3640143,False
6353,NIFTYETF-EQ,NIFTYETF,,-1.000000,1,,NSE,1.000000,375186,False
6429,RSSOFTWARE-EQ,RSSOFTWARE,,-1.000000,1,,NSE,1.000000,844680,False
6545,NYKAA-EQ,NYKAA,,-1.000000,1,,NSE,5.000000,303565,True
6579,FINOPB-EQ,FINOPB,,-1.000000,1,,NSE,1.000000,623139,False
6782,NIPPOBATRY-EQ,NIPPOBATRY,,-1.000000,1,,NSE,5.000000,245250,False
6973,DMCC-EQ,DMCC,,-1.000000,1,,NSE,5.000000,334095,False
2263,BANDHANBNK-EQ,BANDHANBNK,,-1.000000,1,,NSE,1.000000,567078,True
7227,MAPMYINDIA-EQ,MAPMYINDIA,,-1.000000,1,,NSE,10.000000,100377,False
7411,NILASPACES-EQ,NILASPACES,,-1.000000,1,,NSE,1.000000,8271279,False
2283,MRPL-EQ,MRPL,,-1.000000,1,,NSE,1.000000,569594,False
22901,GOLDCASE-EQ,GOLDCASE,,-1.000000,1,,NSE,1.000000,4198972,False
23056,JGCHEM-EQ,JGCHEM,,-1.000000,1,,NSE,5.000000,165090,False
23066,GOPAL-EQ,GOPAL,,-1.000000,1,,NSE,5.000000,365647,False
2316,HEIDELBERG-EQ,HEIDELBERG,,-1.000000,1,,NSE,1.000000,644487,False
756324,NPST-EQ,NPST,,-1.000000,1,,NSE,10.000000,65033,False
23446,171NSETEST-EQ,171NSETEST,,-1.000000,1,,NSE,5.000000,500000,False
23806,ABSLPSE-EQ,ABSLPSE,,-1.000000,1,,NSE,1.000000,673653,False
757167,MONEXT50-EQ,MONEXT50,,-1.000000,1,,NSE,1.000000,100716,False
24081,TOP100CASE-EQ,TOP100CASE,,-1.000000,1,,NSE,1.000000,5026905,False
24145,RETAIL-EQ,RETAIL,,-1.000000,1,,NSE,1.000000,268290,False
757614,ARIS-EQ,ARIS,,-1.000000,1,,NSE,1.000000,737731,False
24385,KARMAENG-EQ,KARMAENG,,-1.000000,1,,NSE,1.000000,378336,False
24404,ABGSEC-EQ,ABGSEC,,-1.000000,1,,NSE,1.000000,34469,False
24409,DHANUKA-EQ,DHANUKA,,-1.000000,1,,NSE,10.000000,97369,False
757669,MOALPHA50-EQ,MOALPHA50,,-1.000000,1,,NSE,1.000000,42673,False
2454,CENTRUM-EQ,CENTRUM,,-1.000000,1,,NSE,1.000000,3887817,False
757754,PICCADIL-EQ,PICCADIL,,-1.000000,1,,NSE,5.000000,144408,False
757794,BRIGHOTEL-EQ,BRIGHOTEL,,-1.000000,1,,NSE,1.000000,1683082,False
24735,RPEL-EQ,RPEL,,-1.000000,1,,NSE,10.000000,77516,False
24798,GROWWEV-EQ,GROWWEV,,-1.000000,1,,NSE,1.000000,2938497,False
757845,INDIQUBE-EQ,INDIQUBE,,-1.000000,1,,NSE,1.000000,543985,False
24823,MANCREDIT-EQ,MANCREDIT,,-1.000000,1,,NSE,1.000000,410772,False
757953,EUROBOND-EQ,EUROBOND,,-1.000000,1,,NSE,1.000000,615979,False
24909,INTERARCH-EQ,INTERARCH,,-1.000000,1,,NSE,10.000000,58818,False
757938,BELLACASA-EQ,BELLACASA,,-1.000000,1,,NSE,1.000000,413660,False
25080,MULTICAP-EQ,MULTICAP,,-1.000000,1,,NSE,1.000000,1670572,False
25114,STYLEBAAZA-EQ,STYLEBAAZA,,-1.000000,1,,NSE,5.000000,284590,False
25270,BAJAJHFL-EQ,BAJAJHFL,,-1.000000,1,,NSE,1.000000,1174859,False
758675,EFCIL-EQ,EFCIL,,-1.000000,1,,NSE,1.000000,561603,False
758705,LTGILTCASE-EQ,LTGILTCASE,,-1.000000,1,,NSE,1.000000,1258985,False
25482,TIJARIA-EQ,TIJARIA,,-1.000000,1,,NSE,1.000000,936089,False
25634,ESSARSHPNG-EQ,ESSARSHPNG,,-1.000000,1,,NSE,1.000000,5109825,False
759169,MWL-EQ,MWL,,-1.000000,1,,NSE,1.000000,2404269,False
759239,FINKURVE-EQ,FINKURVE,,-1.000000,1,,NSE,1.000000,1628893,False
759265,TATACAP-EQ,TATACAP,,-1.000000,1,,NSE,5.000000,271671,False
2708,PRAKASH-EQ,PRAKASH,,-1.000000,1,,NSE,1.000000,819478,False
27061,ACMESOLAR-EQ,ACMESOLAR,,-1.000000,1,,NSE,5.000000,267905,False
759302,NIFTYCASE-EQ,NIFTYCASE,,-1.000000,1,,NSE,1.000000,2112047,False
759517,MIDWESTLTD-EQ,MIDWESTLTD,,-1.000000,1,,NSE,10.000000,89859,False
275,AUROPHARMA-EQ,AUROPHARMA,,-1.000000,1,,NSE,10.000000,59839,True
759551,PIRAMALFIN-EQ,PIRAMALFIN,,-1.000000,1,,NSE,10.000000,48055,False
27754,INNOVANA-EQ,INNOVANA,,-1.000000,1,,NSE,5.000000,305478,False
759719,GROWWMC150-EQ,GROWWMC150,,-1.000000,1,,NSE,1.000000,8617,False
2792,EASEMYTRIP-EQ,EASEMYTRIP,,-1.000000,1,,NSE,1.000000,15452479,False
27839,SAILIFE-EQ,SAILIFE,,-1.000000,1,,NSE,10.000000,68301,False
759885,CHEMICAL-EQ,CHEMICAL,,-1.000000,1,,NSE,1.000000,1160974,False
2816,RALLIS-EQ,RALLIS,,-1.000000,1,,NSE,1.000000,477421,False
2841,LXCHEM-EQ,LXCHEM,,-1.000000,1,,NSE,1.000000,578263,False
760039,SUDEEPPHRM-EQ,SUDEEPPHRM,,-1.000000,1,,NSE,5.000000,90584,False
28960,UNIMECH-EQ,UNIMECH,,-1.000000,1,,NSE,10.000000,70487,False
28969,CONSUMER-EQ,CONSUMER,,-1.000000,1,,NSE,1.000000,1725482,False
760234,AEQUS-EQ,AEQUS,,-1.000000,1,,NSE,1.000000,421848,False
760346,NEPHROPLUS-EQ,NEPHROPLUS,,-1.000000,1,,NSE,5.000000,147199,False
29492,ORCHASP-EQ,ORCHASP,,-1.000000,1,,NSE,1.000000,11328109,False
2963,SAIL-EQ,SAIL,,-1.000000,1,,NSE,1.000000,574143,True
29577,NIF100BEES-EQ,NIF100BEES,,-1.000000,1,,NSE,1.000000,367520,False
2969,SAKHTISUG-EQ,SAKHTISUG,,-1.000000,1,,NSE,1.000000,3886363,False
760740,AMAGI-EQ,AMAGI,,-1.000000,1,,NSE,5.000000,156413,False
29975,AONETOTAL-EQ,AONETOTAL,,-1.000000,1,,NSE,1.000000,1194999,False
760865,OMNI-EQ,OMNI,,-1.000000,1,,NSE,5.000000,174369,False
30121,EQUAL200-EQ,EQUAL200,,-1.000000,1,,NSE,1.000000,468134,False
3024,JINDALSAW-EQ,JINDALSAW,,-1.000000,1,,NSE,5.000000,370914,False
760986,HEALTHCARE-EQ,HEALTHCARE,,-1.000000,1,,NSE,1.000000,211447,False
761030,INFRA-EQ,INFRA,,-1.000000,1,,NSE,1.000000,297349,False
30274,SILVERCASE-EQ,SILVERCASE,,-1.000000,1,,NSE,1.000000,4228128,False
761056,BONLON-EQ,BONLON,,-1.000000,1,,NSE,1.000000,535735,False
761153,SEDEMAC-EQ,SEDEMAC,,-1.000000,1,,NSE,10.000000,32767,False
761270,ALGOQUANT-EQ,ALGOQUANT,,-1.000000,1,,NSE,1.000000,1486154,False
31258,NDL-EQ,NDL,,-1.000000,1,,NSE,1.000000,42733869,False
31507,JPOLYINVST-EQ,JPOLYINVST,,-1.000000,1,,NSE,10.000000,95563,False
3396,TAINWALCHM-EQ,TAINWALCHM,,-1.000000,1,,NSE,1.000000,306198,False
3482,CLSEL-EQ,CLSEL,,-1.000000,1,,NSE,5.000000,352504,False
3509,TNPETRO-EQ,TNPETRO,,-1.000000,1,,NSE,1.000000,936513,False
3456,TMPV-EQ,TMPV,,-1.000000,1,,NSE,5.000000,290943,True
3518,TORNTPHARM-EQ,TORNTPHARM,,-1.000000,1,,NSE,50.000000,20159,True
3608,HEALTHAXIS-EQ,HEALTHAXIS,,-1.000000,1,,NSE,1.000000,50834,False
761821,AARNAV-EQ,AARNAV,,-1.000000,1,,NSE,1.000000,1381203,False
761916,VOEPL-EQ,VOEPL,,-1.000000,1,,NSE,5.000000,192781,False
